,metadata,Journal,PubDate,Title,clean name,confirmed name,Sex,last name,first name
4168,"Chakravarty, S",ECA,1965,OPTIMAL PROGRAM OF CAPITAL ACCUMULATION IN A MULTI-SECTOR ECONOMY, S Chakravarty,,,Chakravarty, S
4169,"Chau, Lc",ECA,1965,FURTHER ANALYSIS OF THE SHORT-RUN CONSUMPTION FUNCTION WITH EMPHASIS ON, Lc Chau,,,Chau, Lc
4170,"Shone, R",EJ,1965,PROBLEMS OF PLANNING FOR ECONOMIC-GROWTH IN A MIXED ECONOMY, R Shone,,,Shone, R
4171,"Williams, Br",EJ,1965,ECONOMICS IN UNWONTED PLACES, Br Williams,?,?,Williams, Br
4172,"Elkan, Pg",EJ,1965,HOW TO BEAT BACKWASH - THE CASE FOR CUSTOMS-DRAWBACK UNIONS - THE TOPIC, Pg Elkan,,,Elkan, Pg
4173,"Wilczynski, J",EJ,1965,THE THEORY OF COMPARATIVE COSTS AND CENTRALLY PLANNED ECONOMIES, J Wilczynski,,,Wilczynski, J
4174,"Bardhan, P",EJ,1965,"INTERNATIONAL DIFFERENCES IN PRODUCTION-FUNCTIONS, TRADE AND FACTOR", P Bardhan,,,Bardhan, P
4175,"Okyar, O",EJ,1965,THE CONCEPT OF ETATISM, O Okyar,,,Okyar, O
4176,"Sheynin, L",EJ,1965,WAGES AND THE PRODUCTIVITY OF LABOR .1. THE UPPER AND LOWER LIMIT OF, L Sheynin,,,Sheynin, L
4177,"Clayton, G",EJ,1965,COMMERCIAL-BANKS PROTFOLIO BEHAVIOR, G Clayton,?,?,Clayton, G
4178,"Nicholson, M",EJ,1965,THE GROWTH OF CAPITAL STOCK, M Nicholson,,,Nicholson, M
4179,"Catt, Ajl",EJ,1965,CREDIT RATIONING AND THE KEYNESIAN MODEL, Ajl Catt,?,?,Catt, Ajl
4180,"Singer, Hw",EJ,1965,EXTERNAL AID - FOR PLANS OR PROJECTS, Hw Singer,?,?,Singer, Hw
4181,"Hinrichs, Hh",EJ,1965,DETERMINANTS OF GOVERNMENT REVENUE SHARES AMONG LESS-DEVELOPED-COUNTRIES, Hh Hinrichs,?,?,Hinrichs, Hh
4182,"Iida, T",EJ,1965,A NON-NEOCLASSICAL ANALYSIS OF RESOURCE-ALLOCATION IN THE DUAL ECONOMY, T Iida,,,Iida, T
4183,"Inada, Ki",EJ,1965,THE MATHEMATICAL FORMULATION OF HARRODS GROWTH-MODEL - A COMMENT, Ki Inada,,,Inada, Ki
4184,"Jay, D",EJ,1965,DISTRIBUTION OF INDUSTRY POLICY AND RELATED ISSUES, D Jay,?,?,Jay, D
4185,"Cooper, Ca",EJ,1965,A NEW LOOK AT CUSTOMS UNION THEORY, Ca Cooper,?,?,Cooper, Ca
4186,"Bose, A",EJ,1965,"CONSUMERS DEMAND, DISTRIBUTIVE SHARES AND PRICES", A Bose,?,?,Bose, A
4187,"Anderson, Ps",JPE,1965,RELATIVE ECONOMIC-GROWTH RATES AND FISCAL-MONETARY POLICIES - A COMMENT, Ps Anderson,,,Anderson, Ps
4188,"Sprinkel, Bw",JPE,1965,RELATIVE ECONOMIC-GROWTH RATES AND FISCAL-MONETARY POLICIES - A COMMENT, Bw Sprinkel,?,?,Sprinkel, Bw
4189,"Flanders, Mj",JPE,1965,MEASURING PROTECTIONISM AND PREDICTING TRADE DIVERSION, Mj Flanders,,,Flanders, Mj
4190,"Monsen, Rj",JPE,1965,A THEORY OF LARGE MANAGERIAL FIRMS, Rj Monsen,,,Monsen, Rj
4191,"Holtmann, Ag",JPE,1965,BURIAL COSTS AND PREMATURE DEATH, Ag Holtmann,?,?,Holtmann, Ag
4192,"Ridker, R",JPE,1965,BURIAL COSTS AND PREMATURE DEATH, R Ridker,,,Ridker, R
4193,"Vanhorne, J",JPE,1965,INTEREST-RATE RISK AND THE TERM STRUCTURE OF INTEREST-RATES, J Vanhorne,,,Vanhorne, J
4194,"Mann, M",JPE,1965,ENTRY AND OLIGOPOLY THEORY - COMMENT, M Mann,,,Mann, M
4195,"Haas, P",JPE,1965,ENTRY AND OLIGOPOLY THEORY - COMMENT, P Haas,,,Haas, P
4196,"Walgreen, J",JPE,1965,ENTRY AND OLIGOPOLY THEORY - COMMENT, J Walgreen,,,Walgreen, J
4197,"Harwitz, M",JPE,1965,THE SIGNIFICANCE OF AN EPIDEMIC, M Harwitz,,,Harwitz, M
4198,"Yamamura, K",JPE,1965,CONCENTRATION IN THE POSTWAR JAPANESE ECONOMY - COMMENT, K Yamamura,,,Yamamura, K
4199,"Kwang, Ny",JPE,1965,WHY DO PEOPLE BUY LOTTERY TICKETS - CHOICES INVOLVING RISK AND THE, Ny Kwang,,,Kwang, Ny
4200,"Obrien, Fs",JPE,1965,INDUSTRIAL-CONFLICT AND BUSINESS FLUCTUATIONS - A COMMENT, Fs Obrien,Fs Obrien,Fs Obrien,Obrien, Fs
4201,"Saposnik, R",JPE,1965,A NOTE ON EDUCATION-PROGRAMS, R Saposnik,,,Saposnik, R
4202,"Bowman, Mj",JPE,1965,"SCHULTZ, DENISON, AND THE CONTRIBUTION OF EDS TO NATIONAL-INCOME GROWTH", Mj Bowman,,,Bowman, Mj
4203,"Laing, Nf",JPE,1965,A GEOMETRICAL ANALYSIS OF SOME THEOREMS ON STEADY GROWTH, Nf Laing,,,Laing, Nf
4204,"Levitt, M",JPE,1965,COMPARISON OF THE EQUILIBRIUM LABOR SUPPLY UNDER PROPORTIONAL AND, M Levitt,,,Levitt, M
4205,"Rieber, M",JPE,1965,COLLUSION IN THE AUCTION MARKET FOR TREASURY BILLS, M Rieber,,,Rieber, M
4206,"Peterson, S",QJE,1965,CORPORATE-CONTROL AND CAPITALISM, S Peterson,,,Peterson, S
4207,"Berle, Aa",QJE,1965,THE IMPACT OF THE CORPORATION ON CLASSICAL ECONOMIC-THEORY, Aa Berle,?,?,Berle, Aa
4208,"Ulman, L",QJE,1965,LABOR MOBILITY AND THE INDUSTRIAL-WAGE STRUCTURE IN THE POSTWAR, L Ulman,,,Ulman, L
4209,"Hoyt, Ee",QJE,1965,CHOICE AS AN INTERDISCIPLINARY AREA, Ee Hoyt,?,?,Hoyt, Ee
4210,"Rozen, Me",QJE,1965,THE RATIONALITY OF OFFICIAL INTERVENTION IN THE FORWARD EXCHANGE MARKET, Me Rozen,,,Rozen, Me
4211,"Ward, R",QJE,1965,THE RATIONALITY OF OFFICIAL INTERVENTION IN THE FORWARD EXCHANGE MARKET, R Ward,,,Ward, R
4212,"Vogel, Rc",QJE,1965,THE DEMAND FOR MONEY - A CROSS-SECTION STUDY OF BUSINESS FIRMS - COMMENT, Rc Vogel,,,Vogel, Rc
4213,"Watson, Am",QJE,1965,THE IMPACT OF UNDERDEVELOPMENT ON ECONOMIC-PLANNING, Am Watson,?,?,Watson, Am
4214,"Peterson, H",QJE,1965,THE WIZARD WHO OVERSIMPLIFIED - A FABLE, H Peterson,?,?,Peterson, H
4215,"Thomson, Hf",QJE,1965,"SMITH,ADAM PHILOSOPHY OF SCIENCE", Hf Thomson,?,?,Thomson, Hf
4216,"Mcclelland, Dc",QJE,1965,ACHIEVEMENT AND ECONOMIC-GROWTH - REPLY, Dc Mcclelland,?,?,Mcclelland, Dc
4217,"Wood, Jh",QJE,1965,LINEAR DECISION RULES FOR ECONOMIC-STABILIZATION AND GROWTH - COMMENT, Jh Wood,,,Wood, Jh
4218,"Bowers, Da",QJE,1965,ON MATURITY MEASURES OF THE PUBLIC DEBT - COMMENT, Da Bowers,?,?,Bowers, Da
4219,"Chandavarkar, Ag",QJE,1965,THE PREMIUM FOR RISK AS A DETERMINANT OF INTEREST-RATES IN, Ag Chandavarkar,?,?,Chandavarkar, Ag
4220,"Freimer, M",QJE,1965,WHY BANKERS RATION CREDIT, M Freimer,,,Freimer, M
4221,"Gordon, Mj",QJE,1965,WHY BANKERS RATION CREDIT, Mj Gordon,,,Gordon, Mj
4222,"Davis, Rg",QJE,1965,"OPEN MARKET OPERATIONS, INTEREST-RATES, AND DEPOSIT GROWTH", Rg Davis,,,Davis, Rg
4223,"Kaun, De",QJE,1965,"MINIMUM-WAGES, FACTOR SUBSTITUTION AND THE MARGINAL PRODUCER", De Kaun,?,?,Kaun, De
4224,"Ernst, M",QJE,1965,OVERSTATEMENT OF INDUSTRIAL-GROWTH IN POLAND, M Ernst,,,Ernst, M
4225,"Sau, Rk",QJE,1965,INTERTEMPORAL EFFICIENCY OF CAPITAL ACCUMULATION AND THE VONNEUMANN RAY, Rk Sau,,,Sau, Rk
4226,"Brewer, Krw",QJE,1965,THE SLANTING OF SUBJECTIVE PROBABILITIES - AGREEMENT ON SOME ESSENTIALS, Krw Brewer,,,Brewer, Krw
4227,"Gallaway, Le",QJE,1965,THE THEORY OF RELATIVE SHARES - REPLY, Le Gallaway,,,Gallaway, Le
4228,"Bhattacharyya, Sk",RES,1965,CAPITAL LONGEVITY AND ECONOMIC-GROWTH, Sk Bhattacharyya,,,Bhattacharyya, Sk
4229,"Vind, K",RES,1965,A THEOREM ON THE CORE OF AN ECONOMY, K Vind,,,Vind, K
4230,"Mcdougall, Ia",RES,1965,NON-TRADED GOODS AND THE TRANSFER PROBLEM, Ia Mcdougall,,,Mcdougall, Ia
4231,"Samuels, Jm",RES,1965,SIZE AND THE GROWTH OF FIRMS, Jm Samuels,,,Samuels, Jm
4232,"Frank, Cr",RES,1965,ENTRY IN A COURNOT MARKET, Cr Frank,?,?,Frank, Cr
4233,"Yan, Cs",RES,1965,ECONOMIC INTERRELATEDNESS, Cs Yan,?,?,Yan, Cs
4234,"Ames, E",RES,1965,ECONOMIC INTERRELATEDNESS, E Ames,?,?,Ames, E
4235,"Quirk, J",RES,1965,QUALITATIVE ECONOMICS AND THE STABILITY OF EQUILIBRIUM, J Quirk,,,Quirk, J
4236,"Ruppert, R",RES,1965,QUALITATIVE ECONOMICS AND THE STABILITY OF EQUILIBRIUM, R Ruppert,,,Ruppert, R
4237,"Bain, Js",AER,1964,THE IMPACT ON INDUSTRIAL-ORGANIZATION, Js Bain,,,Bain, Js
4238,"Bishop, Rl",AER,1964,THE IMPACT ON GENERAL-THEORY, Rl Bishop,,,Bishop, Rl
4239,"Gelting, Jh",AER,1964,RECENT TRENDS IN ECONOMIC-THOUGHT IN DENMARK, Jh Gelting,,,Gelting, Jh
4240,"Ijiri, Y",AER,1964,BUSINESS FIRM GROWTH AND SIZE, Y Ijiri,,,Ijiri, Y
4241,"Tsuru, S",AER,1964,SURVEY OF ECONOMIC RESEARCH IN POSTWAR JAPAN - MAJOR ISSUES OF THEORY, S Tsuru,,,Tsuru, S
4242,"Farmer, Bm",AER,1964,FACTOR MARKET-EFFICIENCY FOR AGRICULTURE, Bm Farmer,?,?,Farmer, Bm
4243,"Raimon, Rl",AER,1964,LABOR MOBILITY AND WAGE INFLEXIBILITY, Rl Raimon,,,Raimon, Rl
4244,"Weinstein, Pa",AER,1964,THE FEATHERBEDDING PROBLEM, Pa Weinstein,,,Weinstein, Pa
4245,"Cramton, Rc",AER,1964,THE EFFECTIVENESS OF ECONOMIC-REGULATION - A LEGAL VIEW, Rc Cramton,,,Cramton, Rc
4246,"Fox, Ik",AER,1964,ATTAINMENT OF EFFICIENCY IN SATISFYING DEMANDS FOR WATER-RESOURCES, Ik Fox,,,Fox, Ik
4247,"Herfindahl, Oc",AER,1964,ATTAINMENT OF EFFICIENCY IN SATISFYING DEMANDS FOR WATER-RESOURCES, Oc Herfindahl,,,Herfindahl, Oc
4248,"Crutchfield, J",AER,1964,THE MARINE FISHERIES - A PROBLEM IN INTERNATIONAL-COOPERATION, J Crutchfield,,,Crutchfield, J
4249,"Mckean, Rn",AER,1964,DIVERGENCES BETWEEN INDIVIDUAL AND TOTAL COSTS WITHIN GOVERNMENT, Rn Mckean,,,Mckean, Rn
4250,"Hall, Ca",AER,1964,DIRECT SHIFTING OF THE CORPORATION INCOME-TAX IN MANUFACTURING, Ca Hall,?,?,Hall, Ca
4251,"Karcz, Jf",AER,1964,QUANTITATIVE-ANALYSIS OF THE COLLECTIVE FARM MARKET, Jf Karcz,,,Karcz, Jf
4252,"Temin, P",AER,1964,A NEW LOOK AT HUNTERS HYPOTHESIS ABOUT THE ANTEBELLUM IRON-INDUSTRY, P Temin,,,Temin, P
4253,"Ransom, Rl",AER,1964,CANALS AND DEVELOPMENT - A DISCUSSION OF THE ISSUES, Rl Ransom,,,Ransom, Rl
4254,"Chudson, Wa",AER,1964,COMPARATIVE COSTS AND ECONOMIC-DEVELOPMENT - THE AFRICAN CASE, Wa Chudson,,,Chudson, Wa
4255,"Eastman, Hc",AER,1964,THE CANADIAN TARIFF AND THE EFFICIENCY OF THE CANADIAN ECONOMY, Hc Eastman,?,?,Eastman, Hc
4256,"Berliner, Js",AER,1964,THE STATIC EFFICIENCY OF THE SOVIET-ECONOMY, Js Berliner,,,Berliner, Js
4257,"Sparrow, Ft",AER,1964,THE DETERMINANTS OF VOLUME IN A PROBABILISTIC MARKET, Ft Sparrow,?,?,Sparrow, Ft
4258,"Falcon, Wp",AER,1964,FARMER RESPONSE TO PRICE IN A SUBSISTENCE ECONOMY - THE CASE OF WEST, Wp Falcon,,,Falcon, Wp
4259,"Silk, Ls",AER,1964,THE PROBLEM OF COMMUNICATION, Ls Silk,,,Silk, Ls
4260,"Nathan, Rr",AER,1964,ECONOMIC-ANALYSIS AND PUBLIC-POLICY - THE GROWING HIATUS, Rr Nathan,,,Nathan, Rr
4261,"Friend, I",AER,1964,DIVIDENDS AND STOCK-PRICES, I Friend,?,?,Friend, I
4262,"Puckett, M",AER,1964,DIVIDENDS AND STOCK-PRICES, M Puckett,,,Puckett, M
4263,"Masters, Sh",AER,1964,SHIFTS IN THE COMPOSITION OF DEMAND AND THE INFLATION PROBLEM, Sh Masters,,,Masters, Sh
4264,"Simler, Nj",AER,1964,"LONG-TERM UNEMPLOYMENT, THE STRUCTURAL HYPOTHESIS, AND PUBLIC-POLICY", Nj Simler,,,Simler, Nj
4265,"Brehm, Ct",AER,1964,THE DEMAND FOR GENERAL ASSISTANCE PAYMENTS, Ct Brehm,?,?,Brehm, Ct
4266,"Frisch, R",ECA,1964,DYNAMIC UTILITY, R Frisch,,,Frisch, R
4267,"Iyengar, Ns",ECA,1964,A CONSISTENT METHOD OF ESTIMATING THE ENGEL CURVE FROM GROUPED SURVEY, Ns Iyengar,,,Iyengar, Ns
4268,"Eastham, Jk",EJ,1964,THE TURKISH DEVELOPMENT PLAN - THE 1ST 5 YEARS, Jk Eastham,,,Eastham, Jk
4269,"Bain, Ad",EJ,1964,MONETARY CONTROL THROUGH OPEN-MARKET OPERATIONS AND RESERVE-REQUIREMENT, Ad Bain,?,?,Bain, Ad
4270,"Hill, Tp",EJ,1964,GROWTH AND INVESTMENT ACCORDING TO INTERNATIONAL COMPARISONS, Tp Hill,,,Hill, Tp
4271,"Newlyn, Wt",EJ,1964,THE SUPPLY OF MONEY AND ITS CONTROL, Wt Newlyn,,,Newlyn, Wt
4272,"Rubner, A",EJ,1964,THE IRRELEVANCY OF THE BRITISH DIFFERENTIAL PROFITS TAX, A Rubner,?,?,Rubner, A
4273,"Nath, Sk",EJ,1964,ARE FORMAL WELFARE CRITERIA REQUIRED, Sk Nath,,,Nath, Sk
4274,"Klein, Tm",EJ,1964,THE UNITED-KINGDOM BALANCE-OF-PAYMENTS ACCOUNTS, Tm Klein,,,Klein, Tm
4275,"Sturmey, Sg",EJ,1964,COST CURVES AND PRICING IN AIRCRAFT PRODUCTION, Sg Sturmey,,,Sturmey, Sg
4276,"Stewart, M",EJ,1964,BALOGHS NOTE ON THE WEALTH TAX - A COMMENT, M Stewart,,,Stewart, M
4277,"Becker, Sw",JPE,1964,WHAT PRICE AMBIGUITY - OR THE ROLE OF AMBIGUITY IN DECISION-MAKING, Sw Becker,,,Becker, Sw
4278,"Brownson, Fo",JPE,1964,WHAT PRICE AMBIGUITY - OR THE ROLE OF AMBIGUITY IN DECISION-MAKING, Fo Brownson,?,?,Brownson, Fo
4279,"Rowan, Dc",JPE,1964,A NOTE ON THE AGGREGATE THEORY OF WAGES, Dc Rowan,?,?,Rowan, Dc
4280,"Pashigian, P",JPE,1964,FIRM SIZE AND RATE OF GROWTH - REPLY, P Pashigian,,,Pashigian, P
4281,"Boness, Aj",JPE,1964,ELEMENTS OF A THEORY OF STOCK-OPTION VALUE, Aj Boness,?,?,Boness, Aj
4282,"Gray, Hp",JPE,1964,MARGINAL COST OF HOT MONEY, Hp Gray,?,?,Gray, Hp
4283,"Duboff, Rb",JPE,1964,A NOTE ON THE SUBSTITUTION OF INANIMATE FOR ANIMAL POWER, Rb Duboff,,,Duboff, Rb
4284,"Lav, Mr",JPE,1964,A MODEL OF MARKET AREAS WITH FREE ENTRY, Mr Lav,,,Lav, Mr
4285,"Myers, Jg",JPE,1964,INCOME VARIABILITY AND THE ANALYSIS OF INCOME SIZE, Jg Myers,,,Myers, Jg
4286,"Price, Je",JPE,1964,INTERNATIONAL BURDEN-SHARING - COMMENT, Je Price,,,Price, Je
4287,"Schmidt, We",JPE,1964,THE ECONOMICS OF CHARITY - LOANS VERSUS GRANTS, We Schmidt,,,Schmidt, We
4288,"Wonnacott, Rj",JPE,1964,WAGE LEVELS AND EMPLOYMENT STRUCTURE IN UNITED-STATES REGIONS - A, Rj Wonnacott,,,Wonnacott, Rj
4289,"Neale, Wc",QJE,1964,THE PECULIAR ECONOMICS OF PROFESSIONAL SPORTS - A CONTRIBUTION TO THE, Wc Neale,,,Neale, Wc
4290,"Bornstein, M",QJE,1964,THE SOVIET PRICE REFORM DISCUSSION, M Bornstein,,,Bornstein, M
4291,"Gordon, Bj",QJE,1964,ARISTOTLE AND THE DEVELOPMENT OF VALUE THEORY, Bj Gordon,?,?,Gordon, Bj
4292,"Amano, A",QJE,1964,BIASED TECHNICAL PROGRESS AND A NEOCLASSICAL THEORY OF ECONOMIC-GROWTH, A Amano,?,?,Amano, A
4293,"Edwards, Dr",QJE,1964,PERSONAL INCOME TAXATION AND CHOICE OF PROFESSIONS, Dr Edwards,?,?,Edwards, Dr
4294,"Baldwin, Wl",QJE,1964,"THE MOTIVES OF MANAGERS, ENVIRONMENTAL RESTRAINTS, AND THE THEORY OF", Wl Baldwin,,,Baldwin, Wl
4295,"Fishman, Gs",QJE,1964,PRICE BEHAVIOR UNDER ALTERNATIVE FORMS OF PRICE EXPECTATIONS, Gs Fishman,?,?,Fishman, Gs
4296,"Smith, Pe",QJE,1964,INDIVIDUAL INCOME-TAX RATE PROGRESSION AND THE SAVING FUNCTION, Pe Smith,,,Smith, Pe
4297,"Stoikov, V",QJE,1964,THE ALLOCATION OF SCIENTIFIC EFFORT - SOME IMPORTANT ASPECTS, V Stoikov,,,Stoikov, V
4298,"Lind, Rc",QJE,1964,THE SOCIAL RATE OF DISCOUNT AND THE OPTIMAL RATE OF INVESTMENT - COMMENT, Rc Lind,,,Lind, Rc
4299,"Khan, Mh",QJE,1964,REAL EFFECTS OF FOREIGN SURPLUS DISPOSAL IN UNDERDEVELOPED ECONOMIES -, Mh Khan,,,Khan, Mh
4300,"Morgan, T",QJE,1964,THE THEORY OF ERROR IN CENTRALLY-DIRECTED ECONOMIC-SYSTEMS, T Morgan,,,Morgan, T
4301,"Sachs, J",RES,1982,INPUT PRICE SHOCKS AND THE SLOWDOWN IN ECONOMIC-GROWTH - THE CASE OF UK, J Sachs,,,Sachs, J
4302,"Grubb, D",RES,1982,CAUSES OF THE CURRENT STAGFLATION, D Grubb,?,?,Grubb, D
4303,"Andrews, M",RES,1982,UNEMPLOYMENT IN THE UNITED-KINGDOM SINCE THE WAR, M Andrews,,,Andrews, M
4304,"Altonji, Jg",RES,1982,THE INTERTEMPORAL SUBSTITUTION MODEL OF LABOR-MARKET FLUCTUATIONS - AN, Jg Altonji,,,Altonji, Jg
4305,"Rossana, Rj",AER,1981,INVESTMENT IN FINISHED GOODS INVENTORIES - AN ANALYSIS OF ADJUSTMENT, Rj Rossana,,,Rossana, Rj
4306,"Deangelo, H",AER,1981,COMPETITION AND UNANIMITY, H Deangelo,?,?,Deangelo, H
4307,"Hicks, J",AER,1981,THE MAINSPRING OF ECONOMIC-GROWTH, J Hicks,,,Hicks, J
4308,"Irvine, Fo",AER,1981,MERCHANT WHOLESALER INVENTORY INVESTMENT AND THE COST OF CAPITAL, Fo Irvine,?,?,Irvine, Fo
4309,"Naples, Mi",AER,1981,INDUSTRIAL-CONFLICT AND ITS IMPLICATIONS FOR PRODUCTIVITY GROWTH, Mi Naples,,,Naples, Mi
4310,"Rosenberg, S",AER,1981,A CONFLICT THEORY APPROACH TO INFLATION IN THE POST-WAR, S Rosenberg,,,Rosenberg, S
4311,"Frey, Ng",AER,1981,STOCHASTIC EQUILIBRIUM AND CAPACITY UTILIZATION, Ng Frey,,,Frey, Ng
4312,"Foss, Mf",AER,1981,LONG-RUN CHANGES IN THE WORK WEEK OF FIXED CAPITAL, Mf Foss,,,Foss, Mf
4313,"Damus, S",AER,1981,2-PART TARIFFS AND OPTIMUM TAXATION - THE CASE OF RAILWAY RATES, S Damus,,,Damus, S
4314,"Niemi, Bt",AER,1981,FEMALE LABOR SUPPLY IN THE CONTEXT OF INFLATION, Bt Niemi,?,?,Niemi, Bt
4315,"Oneill, Ja",AER,1981,A TIMES-SERIES ANALYSIS OF WOMENS LABOR-FORCE PARTICIPATION, Ja Oneill,,,Oneill, Ja
4316,"Rea, Sa",AER,1981,WORKMENS-COMPENSATION AND OCCUPATIONAL-SAFETY UNDER IMPERFECT, Sa Rea,,,Rea, Sa
4317,"Huffman, We",AER,1981,BLACK-WHITE HUMAN-CAPITAL DIFFERENCES - IMPACT ON AGRICULTURAL, We Huffman,,,Huffman, We
4318,"Yinger, J",AER,1981,CAPITALIZATION AND THE MEDIAN VOTER, J Yinger,,,Yinger, J
4319,"Spychalski, Jc",AER,1981,ANTITRUST STANDARDS AND RAILWAY FREIGHT PRICING - NEW ROUND IN AN OLD, Jc Spychalski,,,Spychalski, Jc
4320,"Reid, F",AER,1981,CONTROL AND DECONTROL OF WAGES IN THE UNITED-STATES - AN, F Reid,?,?,Reid, F
4321,"Allen, Bj",AER,1981,"THE NATURE, EFFECTIVENESS, AND IMPORTANCE OF MOTOR COMMON CARRIER", Bj Allen,?,?,Allen, Bj
4322,"Guandolo, J",AER,1981,THE ROLE OF THE INTERSTATE COMMERCE COMMISSION IN THE 1980S, J Guandolo,,,Guandolo, J
4323,"Vanderweide, Jh",AER,1981,DEREGULATION AND OLIGOPOLISTIC PRICE-QUALITY RIVALRY, Jh Vanderweide,,,Vanderweide, Jh
4324,"Zalkind, Jh",AER,1981,DEREGULATION AND OLIGOPOLISTIC PRICE-QUALITY RIVALRY, Jh Zalkind,,,Zalkind, Jh
4325,"Hellwig, Mf",AER,1981,"BANKRUPTCY, LIMITED-LIABILITY, AND THE MODIGLIANI-MILLER THEOREM", Mf Hellwig,,,Hellwig, Mf
4326,"Isaac, Rm",AER,1981,THE ALLOCATION OF LANDING RIGHTS BY UNANIMITY AMONG COMPETITORS, Rm Isaac,,,Isaac, Rm
4327,"Gilbert, Rj",AER,1981,INVESTMENT DECISIONS WITH ECONOMIES OF SCALE AND LEARNING, Rj Gilbert,,,Gilbert, Rj
4328,"Holthausen, Dm",AER,1981,A RISK-RETURN MODEL WITH RISK AND RETURN MEASURED AS DEVIATIONS FROM A, Dm Holthausen,?,?,Holthausen, Dm
4329,"Beranek, W",AER,1981,"SWEEPSTAKES CONTESTS - ANALYSIS, STRATEGIES, AND SURVEY", W Beranek,,,Beranek, W
4330,"Welsh, Al",AER,1981,THE REVISED TEST OF UNDERSTANDING COLLEGE ECONOMICS, Al Welsh,?,?,Welsh, Al
4331,"Willig, Rd",AER,1981,SOCIAL-WELFARE DOMINANCE, Rd Willig,,,Willig, Rd
4332,"Crawford, Vp",AER,1981,ARBITRATION AND CONFLICT-RESOLUTION IN LABOR-MANAGEMENT BARGAINING, Vp Crawford,,,Crawford, Vp
4333,"Lippman, Sa",AER,1981,COMPETITIVE PRODUCTION AND INCREASES IN RISK, Sa Lippman,,,Lippman, Sa
4334,"Mccall, Jj",AER,1981,COMPETITIVE PRODUCTION AND INCREASES IN RISK, Jj Mccall,,,Mccall, Jj
4335,"Obstfeld, M",AER,1981,CAPITAL MOBILITY AND DEVALUATION IN AN OPTIMIZING MODEL WITH, M Obstfeld,,,Obstfeld, M
4336,"Grossman, Sj",AER,1981,THE DETERMINANTS OF THE VARIABILITY OF STOCK-MARKET PRICES, Sj Grossman,,,Grossman, Sj
4337,"Gerking, S",AER,1981,WHAT DO WE KNOW ABOUT BENEFITS OF REDUCED MORTALITY FROM AIR-POLLUTION, S Gerking,,,Gerking, S
4338,"Owen, Pd",AER,1981,DYNAMIC-MODELS OF PORTFOLIO BEHAVIOR - A GENERAL INTEGRATED MODEL, Pd Owen,,,Owen, Pd
4339,"Cropper, Ml",AER,1981,MEASURING THE BENEFITS FROM REDUCED MORBIDITY, Ml Cropper,,,Cropper, Ml
4340,"Axilrod, Sh",AER,1981,FEDERAL-RESERVE-SYSTEM IMPLEMENTATION OF MONETARY-POLICY - ANALYTICAL, Sh Axilrod,,,Axilrod, Sh
4341,"Lindsey, De",AER,1981,FEDERAL-RESERVE-SYSTEM IMPLEMENTATION OF MONETARY-POLICY - ANALYTICAL, De Lindsey,?,?,Lindsey, De
4342,"Mussa, Ml",AER,1981,MONETARY AND FISCAL-POLICIES IN AN OPEN-ECONOMY, Ml Mussa,,,Mussa, Ml
4343,"Rodriguez, Ca",AER,1981,MANAGED FLOAT - AN EVALUATION OF ALTERNATIVE RULES IN THE PRESENCE OF, Ca Rodriguez,?,?,Rodriguez, Ca
4344,"Baseman, Kc",AER,1981,SUSTAINABILITY AND THE ENTRY PROCESS, Kc Baseman,,,Baseman, Kc
4345,"Guasch, Jl",AER,1981,SELF-SELECTION IN THE LABOR-MARKET, Jl Guasch,,,Guasch, Jl
4346,"Ordover, Ja",AER,1981,ON THE POLITICAL SUSTAINABILITY OF TAXES, Ja Ordover,,,Ordover, Ja
4347,"Mills, Dq",AER,1981,"UNITED-STATES INCOMES POLICIES IN THE 1970S - UNDERLYING ASSUMPTIONS,", Dq Mills,?,?,Mills, Dq
4348,"Morley, Sa",AER,1981,THE EFFECT OF CHANGES IN THE POPULATION ON SEVERAL MEASURES OF, Sa Morley,,,Morley, Sa
4349,"Frye, J",AER,1981,GOVERNMENT INTERVENTION IN THE INFLATION PROCESS - THE ECONOMETRICS OF, J Frye,,,Frye, J
4350,"Seidman, Ls",AER,1981,EQUITY AND TRADEOFFS IN A TAX-BASED INCOMES-POLICY, Ls Seidman,,,Seidman, Ls
4351,"Schankerman, Ma",AER,1981,"TECHNICAL CHANGE, RETURNS TO SCALE, AND THE PRODUCTIVITY SLOWDOWN", Ma Schankerman,,,Schankerman, Ma
4352,"Christainsen, Gb",AER,1981,PUBLIC REGULATIONS AND THE SLOWDOWN IN PRODUCTIVITY GROWTH, Gb Christainsen,?,?,Christainsen, Gb
4353,"Haveman, Rh",AER,1981,PUBLIC REGULATIONS AND THE SLOWDOWN IN PRODUCTIVITY GROWTH, Rh Haveman,,,Haveman, Rh
4354,"Ranney, Si",AER,1981,"THE FUTURE PRICE OF HOUSES, MORTGAGE MARKET CONDITIONS, AND THE RETURNS", Si Ranney,,,Ranney, Si
4355,"Singer, Lp",AER,1981,SUPPLY DECISIONS OF PROFESSIONAL ARTISTS, Lp Singer,,,Singer, Lp
4356,"Morse, Lc",AER,1981,INCREASING UNEMPLOYMENT AND CHANGING LABOR-MARKET EXPECTATIONS AMONG, Lc Morse,,,Morse, Lc
